AGENT,MODEL,RISK,SCENARIO,DATA,file,SCP,p,lambda,threshold,weights,PROFIT,STD-,RTP,TOPK,SORTINO,static_profit,static_std_minus,static_rtp,static_topk,static_sortino
PROP,MEDIAN,RISK SEEKING,---,---,test_trading_strategy_measures______None_____benchmark_prediction_False_median_risk_seeking.csv,,0.25,0.7,5_95_IPR,kernel,43840.22830354224,16.463437165809456,0.0616652150392714,0.3669839410224538,2662.884297003769,42773.10294500427,16.01512649167852,0.0601642074657596,0.38886959702417,2670.7939501588844
PROP,MEDIAN,RISK SEEKING,---,HIST,test_trading_strategy_measures__hist_insample_None_False_None_MULTI_prediction_False_median_risk_seeking.csv,,3.0,5.0,5_95_IPR,kernel,64952.4978128146,13.408300076155752,0.0913615165786304,0.3652363049819064,4844.200789354419,67870.31842211865,13.540033957264455,0.0954656930914205,0.3686082887257473,5012.566337450364
PROP,MEDIAN,RISK SEEKING,---,WEATHER,test_trading_strategy_measures__weather_scenarios_None_False_None_MULTI_prediction_False_median_risk_seeking.csv,,1.25,0.05,5_95_IPR,kernel,68509.36753085727,14.836947778833604,0.0963645730068756,0.3374783384264317,4617.483902490562,66542.61709743289,14.437784810750406,0.0935981620391687,0.3608714210859891,4608.921518755779
PROP,MEDIAN,RISK SEEKING,SVS,HIST,test_trading_strategy_measures__hist_insample_None_True_dual_coeff_MULTI_prediction_False_median_risk_seeking.csv,,0.25,2.0,5_95_IPR,kernel,63625.51907756359,13.1974171157653,0.089495001913259,0.3642421252409893,4821.058432832146,62314.07097421493,13.32639974730528,0.0876503324752737,0.3740979783720045,4675.986924886852
PROP,MEDIAN,RISK SEEKING,SVS,WEATHER,test_trading_strategy_measures__weather_scenarios_None_True_dual_coeff_MULTI_prediction_False_median_risk_seeking.csv,,1.25,0.0,5_95_IPR,kernel,69420.70907484497,14.370844092050945,0.0976464566662197,0.3326256685271391,4830.66329508398,68190.44036349063,13.972592886696034,0.0959159733275728,0.3611764130542775,4880.299663523295
SELLER,BANDS,RISK AVERSE,---,---,test_trading_strategy_measures______None_____benchmark_prediction_True_bands_risk_averse.csv,0.8500000000000001,3.75,5.0,iqr,kernel,1093617.2527647947,15.430060110935866,0.4618395742689091,0.1386642280896113,70875.7610081964,1093829.9647663338,15.441929680607576,0.4621387727864333,0.1388360147366845,70835.05671833211
SELLER,BANDS,RISK AVERSE,---,HIST,test_trading_strategy_measures__hist_insample_None_False_None_MULTI_prediction_True_bands_risk_averse.csv,0.95,0.25,5.0,iqr,kernel,1100610.4224956925,15.591136098658431,0.4716760950159302,0.1404564305611415,70592.0604843156,1099548.5433486896,15.624207685226295,0.4701824667097025,0.1396554234922448,70374.67534359418
SELLER,BANDS,RISK AVERSE,---,WEATHER,test_trading_strategy_measures__weather_scenarios_None_False_None_MULTI_prediction_True_bands_risk_averse.csv,0.95,1.25,0.0,iqr,kernel,1115113.7365657229,15.976261557858548,0.4920763076863156,0.1377697380867393,69798.16476635053,1113511.444064875,15.903913681597968,0.4898225395048066,0.1376772008231794,70014.93257306167
SELLER,BANDS,RISK AVERSE,SVS,HIST,test_trading_strategy_measures__hist_insample_None_True_dual_coeff_MULTI_prediction_True_bands_risk_averse.csv,0.95,0.25,0.9,iqr,kernel,1095841.827434369,15.500535475300076,0.4649686381601919,0.1402428190281957,70697.03038198779,1094993.4663179396,15.542972644907984,0.4637753421236531,0.1394675759599357,70449.42375785942
SELLER,BANDS,RISK AVERSE,SVS,WEATHER,test_trading_strategy_measures__weather_scenarios_None_True_dual_coeff_MULTI_prediction_True_bands_risk_averse.csv,0.95,1.25,2.0,5_95_IPR,kernel,1121692.7318710063,16.19773573582449,0.5013302549384535,0.1389092365757407,69249.97111726928,1121064.0253912683,16.14788869424153,0.5004459228587664,0.1389746765828362,69424.80510105628
