,param1,param2,param3,threshold,weights,model_setting,model,MDD,avg D,std_minus,std,win_rate,profit,hhi,gini,topk,rtp,no_action_perc,profit_per_action,crystal_profit,noncrystal_profit,crystal_std_minus,noncrystal_std_minus,Sortino_ratio
11338,0.6500000000000001,1.25,0.0,5_95_IPR,kernel,_weather_scenarios_None_False_None,MULTI_prediction,927.587036574545,53.59565608054861,6.872407727998597,11.029416052977599,0.5906021062271062,31216.28029556674,0.0022383835447160063,0.5124886500886361,0.53200905013358,0.10094733652200376,0.0,1.7866460791876568,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4542.262556453069
3844,0.6000000000000001,0.25,0.35,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,918.0905402855551,58.74648246095785,7.480561731624012,11.791416055990512,0.6223672161172161,33973.94321567445,0.002161897765634776,0.4890419906834038,0.4951754665210451,0.10986507829567367,0.0,1.9444793507139682,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4541.62995167193
3847,0.6000000000000001,0.25,0.7,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,918.0905402855551,58.387812106053175,7.479839008353775,11.791435732174445,0.6224244505494505,33963.689764098635,0.002163175758374585,0.48938863748418565,0.49547372427811043,0.10983192064149658,0.0,1.943892500234583,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4540.697965045326
4498,0.8500000000000001,1.25,0.7,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,776.7102427317059,56.77306850748736,6.791938932478267,11.09893174493195,0.5697115384615384,30833.835919316374,0.00232109600780466,0.5381274329749499,0.5653930726781263,0.09971058631394722,0.0,1.7647570924517155,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4539.769309743428
3850,0.6000000000000001,0.25,0.9,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,918.0905402855551,58.419892809445855,7.480559232791854,11.792963483265483,0.6220810439560439,33959.08437206523,0.002164292889111852,0.4891878025748144,0.4954024341385721,0.10981702770566276,0.0,1.943628913236334,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4539.645140860839
3868,0.6000000000000001,1.25,0.7,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,861.8030343586106,58.048265472361045,7.48274125966151,12.022988716967943,0.603021978021978,33954.07311095764,0.0022479386338623668,0.5024878611317197,0.5152816672323816,0.10980082226873569,0.0,1.9433420965520625,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4537.651634969614
4441,0.8,3.0,2.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,678.6138430190676,56.591067528016964,7.137195676124681,11.296368806441784,0.5881410256410257,32384.532469873462,0.0021831454543203453,0.5095211779481598,0.521920918383878,0.10472523524234077,0.0,1.853510329090743,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4537.430937785
4108,0.7000000000000001,0.25,5.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,884.1081085246515,56.76780343787148,7.2435271875016065,11.414042433032499,0.6184752747252747,32849.620209939545,0.002166643851006851,0.49763558147833903,0.5033780838983245,0.10622923790262495,0.0,1.8801293618326205,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4535.030981400904
11341,0.6500000000000001,1.25,0.05,5_95_IPR,kernel,_weather_scenarios_None_False_None,MULTI_prediction,912.73784906951,53.26929605529982,6.890821084130299,11.06190751356968,0.5888278388278388,31249.442904693904,0.002246599116480249,0.5140087341798837,0.5345267122476928,0.10105457790476334,0.0,1.7885441222924625,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4534.937494845426
3955,0.6000000000000001,3.75,0.9,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,827.2358530725433,59.67149723533227,7.560619302072146,11.912596842243698,0.6133814102564102,34266.18629678907,0.002168894299184247,0.4852004181645726,0.4917355479082572,0.11081013518189385,0.0,1.9612057175360045,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4532.193055587088
4198,0.7000000000000001,3.75,0.05,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,769.257682446987,55.996687671286374,7.345452684639554,11.609049186382055,0.6054258241758241,33289.33688526332,0.002182071505409415,0.49884677532700505,0.5076181351561626,0.10765119550865497,0.0,1.905296296088789,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4531.965328001681
3946,0.6000000000000001,3.75,0.05,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,781.7049350060915,59.779976061817706,7.547499877800101,11.954525597431868,0.6101190476190477,34200.862218444934,0.002191916509108572,0.4905310887474593,0.4997766880380841,0.11059888990676311,0.0,1.9574669310007402,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4531.416067861347
4507,0.8500000000000001,1.25,5.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,781.8491788651208,57.412824405175236,6.808746022072095,11.134874309582315,0.5679372710622711,30847.866088325958,0.0023337100613375576,0.5386886306119629,0.5660165662605244,0.09975595713260534,0.0,1.7655601012091322,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4530.623699037327
4444,0.8,3.0,5.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,675.4605573047829,55.68333976197267,7.139140195693645,11.287623761879532,0.5879120879120879,32340.242201040903,0.0021856730748417074,0.5077643374985165,0.5201581296775917,0.10458200918753356,0.0,1.8509754007006012,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4529.99119145309
8339,0.4,3.0,5.0,iqr,kernel,_hist_insample_None_False_None,MULTI_prediction,464.36547582493586,23.647193316617656,4.814070541054576,8.804416861009814,0.5422962454212454,21807.495140627463,0.00290518368190643,0.5184880968581584,0.5630001499471501,0.07052116811545675,0.0,1.2481396028289529,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4529.94923000241
3958,0.6000000000000001,3.75,2.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,825.5248943322986,58.753013548764095,7.553901352661277,11.880869853794266,0.6137820512820513,34201.50395727329,0.0021656134731206636,0.48307018933878204,0.4899534607759296,0.11060096516444444,0.0,1.9575036605582241,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4527.6609212303165
4504,0.8500000000000001,1.25,2.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,787.3623690220902,57.29143005718097,6.8086796670549665,11.134054199910944,0.5681662087912088,30815.174433392083,0.0023382067902420153,0.5391210636205807,0.5664872492435487,0.09965023872346676,0.0,1.7636890129001879,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4525.866385298886
