,param1,param2,param3,threshold,weights,model_setting,model,MDD,avg D,std_minus,std,win_rate,profit,hhi,gini,topk,rtp,no_action_perc,profit_per_action,crystal_profit,noncrystal_profit,crystal_std_minus,noncrystal_std_minus,Sortino_ratio
4968,0.05,2.0,0.05,3sigma,kernel,_____None____,benchmark_prediction,1809.6244544448564,21.81422730316355,13.493969189996474,17.43555094869184,0.9714972527472527,639458.0542566364,7.022385487588682e-05,0.19403402703140754,0.19399142055934074,0.5016212432546248,0.0,36.59901867311335,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47388.432954974276
4924,0.05,1.25,0.0,5_95_IPR,kernel,_____None____,benchmark_prediction,1797.557627440081,22.14613932088414,13.507490937372204,17.471737568914108,0.9718406593406593,640038.7365907525,7.025417183163161e-05,0.19437104785786538,0.19409092350547394,0.5034990561919568,0.0,36.63225369681505,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47383.98415799848
4959,0.05,1.75,2.0,3sigma,kernel,_____None____,benchmark_prediction,1813.3196793150855,21.447502003026923,13.496866697025895,17.484190278177053,0.9718978937728938,639505.7051897785,7.02944817311673e-05,0.19449731384581054,0.19417762286055537,0.5017753370395964,0.0,36.601745947217175,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47381.79012545903
4949,0.05,1.75,0.05,iqr,kernel,_____None____,benchmark_prediction,1770.149571074522,21.106475660208037,13.518543861694216,17.46060772202934,0.9724130036630036,640417.9556054588,7.022219454710048e-05,0.19423817387959427,0.1939213601944661,0.5047253762124924,0.0,36.65395808181427,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47373.29420664381
4923,0.05,1.25,0.0,3sigma,kernel,_____None____,benchmark_prediction,1751.473808914423,21.618991920677914,13.50123511421718,17.465805938556205,0.9716689560439561,639541.9124709654,7.026555569068014e-05,0.1944284175948544,0.19412796045376374,0.5018924242954743,0.0,36.60381825039866,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47369.14119786788
5022,0.05,3.75,2.0,3sigma,kernel,_____None____,benchmark_prediction,1743.2713088820456,21.422184909205402,13.51127239167167,17.513326946032144,0.9720123626373627,639991.4501786077,7.031816265824528e-05,0.1946895148949307,0.1942953747924788,0.5033461411964961,0.0,36.62954728586354,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47367.22283632573
5024,0.05,3.75,2.0,iqr,kernel,_____None____,benchmark_prediction,1695.175814430113,20.90307522655476,13.521152273466226,17.528594483175482,0.9721840659340659,640428.8513969346,7.032308756709088e-05,0.19426451383052026,0.19418461678241214,0.5047606110680986,0.0,36.654581696253125,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47364.96109534287
5025,0.05,3.75,5.0,3sigma,kernel,_____None____,benchmark_prediction,1751.4604864314897,21.710015918611624,13.507498453591888,17.460406440328565,0.9720695970695971,639763.3835412808,7.024848487537705e-05,0.19440859900116772,0.19409659022888773,0.5026086183600242,0.0,36.61649402136451,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47363.57259187071
4953,0.05,1.75,0.7,3sigma,kernel,_____None____,benchmark_prediction,1859.1746749157319,21.92473214170171,13.503787568773495,17.49492199829095,0.9717261904761905,639549.6233549351,7.030872323481831e-05,0.19426657182009946,0.1941940870050045,0.5019173597839951,0.0,36.60425957846469,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47360.75860922502
4982,0.05,2.0,2.0,iqr,kernel,_____None____,benchmark_prediction,1765.0940479545388,21.877624449551146,13.514895672756277,17.51929421723318,0.9716689560439561,640041.8441671586,7.032501851923748e-05,0.19427982808786567,0.19421862356256173,0.5035091054854108,0.0,36.63243155718627,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47358.25267651705
4973,0.05,2.0,0.35,iqr,kernel,_____None____,benchmark_prediction,1732.332820681855,21.606872497372198,13.529400071906876,17.520692586342946,0.9720123626373627,640716.8431998166,7.029953645830027e-05,0.19399965706510658,0.19404816665414698,0.5056919201531609,0.0,36.67106474357925,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47357.37281730867
4958,0.05,1.75,0.9,iqr,kernel,_____None____,benchmark_prediction,1683.264684492373,20.5564691187136,13.517379640129654,17.50869326983357,0.9719551282051282,640137.2540040653,7.030528386611254e-05,0.19437258721179843,0.1941290518679987,0.5038176422112006,0.0,36.63789228503121,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47356.60838463551
4948,0.05,1.75,0.05,5_95_IPR,kernel,_____None____,benchmark_prediction,1831.4284955358598,21.521789861370355,13.513932065017586,17.499262811832583,0.9718978937728938,639932.2917310373,7.029957250633509e-05,0.19431606352668243,0.19410539596307394,0.5031548343637003,0.0,36.626161385704975,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47353.522916367016
4952,0.05,1.75,0.35,iqr,kernel,_____None____,benchmark_prediction,1814.2678713683272,22.029579104272035,13.530624367549823,17.52133459260793,0.9720123626373627,640713.8577121552,7.030061572463372e-05,0.19408722150056895,0.1940570226850526,0.5056822656707951,0.0,36.670893870888,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47352.867118886556
4944,0.05,1.75,0.0,3sigma,kernel,_____None____,benchmark_prediction,1864.767787778168,21.73906327137373,13.502192995873003,17.43858230759381,0.9716689560439561,639363.4726031616,7.023221666780817e-05,0.19420591011543242,0.19398469645176364,0.5013153847118474,0.0,36.593605345876924,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47352.5650832117
